ï»¿Room ID,Name,Host ID,Neighbourhood,Room type,Room Price,Minimum nights,Number of reviews,Date last review,Number of reviews per month,Rooms rent by the host,Availibility,Updated Date,City,Country,Coordinates,Location
7101116,One bedroom luxury with city location,37214759,Kungsholmens,Entire home/apt,532.0,4,10,2016-08-28,0.21,1,0,2020-06-26,Stockholm,Sweden,"59.33874422837678, 18.026626800324017","Sweden, Stockholm, Kungsholmens"
7261860,Great apartment in Aspudden,4382815,HÃ¤gersten-Liljeholmens,Entire home/apt,1101.0,5,11,2019-08-09,0.19,1,0,2020-06-26,Stockholm,Sweden,"59.306349178367824, 18.005293802086776","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
7295917,En ljus tvÃ¥a med lummig innergÃ¥rd,35196635,HÃ¤gersten-Liljeholmens,Entire home/apt,803.0,4,12,2017-02-12,0.2,1,0,2020-06-26,Stockholm,Sweden,"59.30077907812173, 18.00510856134097","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
7356836,Stylish family friendly home,8448890,SÃ¶dermalms,Entire home/apt,1698.0,3,20,2019-12-29,0.33,1,0,2020-06-26,Stockholm,Sweden,"59.31248897054983, 18.061862336118097","Sweden, Stockholm, SÃ¶dermalms"
7436199,Charmig lÃ¤genhet med balkong,38953922,Norrmalms,Entire home/apt,896.0,1,12,2018-03-17,0.2,1,0,2020-06-26,Stockholm,Sweden,"59.33886871881859, 18.035485236540026","Sweden, Stockholm, Norrmalms"
7644597,Cosy Apartment close to the City,4626215,Bromma,Entire home/apt,747.0,4,12,2019-08-20,0.2,2,350,2020-06-26,Stockholm,Sweden,"59.335633304717426, 17.923903263769134","Sweden, Stockholm, Bromma"
7706668,Apartment in Hornstull,17531973,SÃ¶dermalms,Entire home/apt,504.0,3,3,2018-12-03,0.15,2,0,2020-06-26,Stockholm,Sweden,"59.31625602217276, 18.029403389830822","Sweden, Stockholm, SÃ¶dermalms"
7796423,Flat close to Odenplan,41035813,Norrmalms,Entire home/apt,1204.0,2,27,2016-12-05,0.53,1,0,2020-06-26,Stockholm,Sweden,"59.34098574249338, 18.049594969987428","Sweden, Stockholm, Norrmalms"
7861102,Unique interor apartment SÃ¶dermalm,9013646,SÃ¶dermalms,Entire home/apt,1465.0,1,5,2016-06-12,0.09,1,0,2020-06-26,Stockholm,Sweden,"59.31869727451443, 18.05899135223583","Sweden, Stockholm, SÃ¶dermalms"
8020434,"Cozy apartment, great connections",42351339,Farsta,Entire home/apt,541.0,5,2,2017-08-03,0.05,1,0,2020-06-26,Stockholm,Sweden,"59.234494255268544, 18.09721343135601","Sweden, Stockholm, Farsta"
8023954,Cozy room in Kista,42368257,Rinkeby-Tensta,Private room,523.0,4,24,2019-12-10,0.41,2,358,2020-06-26,Stockholm,Sweden,"59.40372459535687, 17.93779639270376","Sweden, Stockholm, Rinkeby-Tensta"
8065948,Room for rent,42603308,SpÃ¥nga-Tensta,Private room,196.0,1,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.39623376799014, 17.907403087372003","Sweden, Stockholm, SpÃ¥nga-Tensta"
8113954,Compact living close to everything,25883549,Ãstermalms,Entire home/apt,644.0,3,2,2016-06-06,0.03,1,0,2020-06-26,Stockholm,Sweden,"59.339161741020696, 18.08180759669986","Sweden, Stockholm, Ãstermalms"
8346037,Cozy bright apartment close to City,43992629,HÃ¤gersten-Liljeholmens,Entire home/apt,663.0,7,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.307032284697385, 17.998339692726105","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
9113152,4 bedroom apartment in Stockholm,30964457,Ãstermalms,Entire home/apt,513.0,10,1,2018-10-18,0.05,1,0,2020-06-26,Stockholm,Sweden,"59.352782057866854, 18.08506256939015","Sweden, Stockholm, Ãstermalms"
9462009,Student's house,48971323,Enskede-Ãrsta-VantÃ¶rs,Shared room,933.0,1,1,2015-11-18,0.02,1,0,2020-06-26,Stockholm,Sweden,"59.2657234930668, 18.048977585037253","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
9527477,Beautiful heirloom apartment,21739281,SÃ¶dermalms,Entire home/apt,1297.0,2,30,2019-07-22,0.57,1,0,2020-06-26,Stockholm,Sweden,"59.318223038129645, 18.064128732767777","Sweden, Stockholm, SÃ¶dermalms"
10127349,Cozy 2 room apartment in great location,7265938,HÃ¤gersten-Liljeholmens,Entire home/apt,1204.0,2,3,2018-08-05,0.12,2,0,2020-06-26,Stockholm,Sweden,"59.29922691273822, 17.997506043279312","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
10239081,close to central stockholm,48580980,Bromma,Private room,551.0,4,58,2019-11-22,1.07,1,114,2020-06-26,Stockholm,Sweden,"59.36284158743806, 17.947706173314366","Sweden, Stockholm, Bromma"
10631807,Super Central Designer Apartment,54881526,Norrmalms,Entire home/apt,1549.0,4,2,2016-02-27,0.04,1,0,2020-06-26,Stockholm,Sweden,"59.33661008603439, 18.067437273512105","Sweden, Stockholm, Norrmalms"
10643575,,49843392,Bromma,Entire home/apt,989.0,4,7,2016-08-30,0.14,1,0,2020-06-26,Stockholm,Sweden,"59.33767955662482, 17.98358398969831","Sweden, Stockholm, Bromma"
10848621,"1 Bedroom Apartment, Great Location",56182604,Ãstermalms,Entire home/apt,700.0,3,5,2019-08-06,0.1,1,0,2020-06-26,Stockholm,Sweden,"59.335527988365556, 18.08211516331378","Sweden, Stockholm, Ãstermalms"
11152697,Soho Apartment-Stockholm,4155445,HÃ¤gersten-Liljeholmens,Entire home/apt,495.0,4,2,2017-02-06,0.04,1,0,2020-06-26,Stockholm,Sweden,"59.31391851848037, 18.02353867636351","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
11163913,Fantastic house to rent ESC/MF 2016,17603630,HÃ¤gersten-Liljeholmens,Entire home/apt,7998.0,1,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.30378501118962, 17.980686219143276","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
11265512,Classy apartment - fashionable area,23884480,Ãstermalms,Entire home/apt,1997.0,3,5,2016-06-30,0.1,1,0,2020-06-26,Stockholm,Sweden,"59.33608291551206, 18.082298699743987","Sweden, Stockholm, Ãstermalms"
11320529,Studio Apartment - SÃ¶dermalm,59196035,SÃ¶dermalms,Entire home/apt,747.0,1,3,2017-07-02,0.06,1,0,2020-06-26,Stockholm,Sweden,"59.31392808078602, 18.091594952599845","Sweden, Stockholm, SÃ¶dermalms"
11393008,Luxuary apartment super central,9740721,Norrmalms,Entire home/apt,1801.0,3,19,2020-01-03,0.37,1,27,2020-06-26,Stockholm,Sweden,"59.33716790572427, 18.063090353700954","Sweden, Stockholm, Norrmalms"
11507953,Awesome central studio apartment,60630013,Ãstermalms,Entire home/apt,429.0,14,5,2019-06-17,0.1,1,0,2020-06-26,Stockholm,Sweden,"59.3427219468958, 18.09632208247567","Sweden, Stockholm, Ãstermalms"
11508204,Natur och miljÃ¶ med sjÃ¶ & parken i stan .,59621138,HÃ¤gersten-Liljeholmens,Private room,700.0,1,1,2018-05-26,0.04,2,363,2020-06-26,Stockholm,Sweden,"59.281009568541094, 17.960656678374402","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
11550932,2 stora sovrum + ett stort gÃ¤strum,60966226,HÃ¤sselby-VÃ¤llingby,Entire home/apt,523.0,21,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.36371469271274, 17.85754887265517","Sweden, Stockholm, HÃ¤sselby-VÃ¤llingby"
11622912,Student studio apartment,47633191,SkÃ¤rholmens,Entire home/apt,420.0,1,1,2016-03-30,0.02,1,0,2020-06-26,Stockholm,Sweden,"59.29217118655608, 17.925547513522563","Sweden, Stockholm, SkÃ¤rholmens"
11630890,Live close to the water!,33893692,SÃ¶dermalms,Entire home/apt,793.0,1,2,2016-03-28,0.04,1,0,2020-06-26,Stockholm,Sweden,"59.317875716845215, 18.028765771885425","Sweden, Stockholm, SÃ¶dermalms"
11691161,Nice apartment in an exclusive area,26354395,Norrmalms,Entire home/apt,1101.0,2,1,2016-04-08,0.02,1,0,2020-06-26,Stockholm,Sweden,"59.34721240281588, 18.063587749360515","Sweden, Stockholm, Norrmalms"
11780867,"Big One-bedroom Apartment, central",46140356,Ãstermalms,Entire home/apt,952.0,4,1,2016-05-16,0.02,1,0,2020-06-26,Stockholm,Sweden,"59.34375232915094, 18.094676433636348","Sweden, Stockholm, Ãstermalms"
11860111,Cosy 2 roomer close to Globen in Stockholm,63217702,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,2501.0,1,1,2016-05-15,0.02,1,0,2020-06-26,Stockholm,Sweden,"59.2908808402757, 18.08859785830513","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
11981460,Stockholm Vasastan - City 3 bedroom appartment,41494884,Norrmalms,Entire home/apt,1502.0,7,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.34594374360297, 18.04781901749355","Sweden, Stockholm, Norrmalms"
12675794,Central and family friendly apt,67403524,Norrmalms,Entire home/apt,1698.0,3,14,2020-02-28,0.29,1,0,2020-06-26,Stockholm,Sweden,"59.34063881547955, 18.054282112580037","Sweden, Stockholm, Norrmalms"
12810031,"Cozy Sthlm apt, perfect location",60535425,SÃ¶dermalms,Entire home/apt,1502.0,1,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.318453860532415, 18.05318318427167","Sweden, Stockholm, SÃ¶dermalms"
13024341,Beautiful house in the heart of Stockholm,11325648,HÃ¤gersten-Liljeholmens,Entire home/apt,1950.0,7,3,2018-08-29,0.08,2,358,2020-06-26,Stockholm,Sweden,"59.297408294744045, 17.949079638525596","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
13038728,"Calm area, close to town",72055642,SkarpnÃ¤cks,Entire home/apt,8539.0,2,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.297862647965644, 18.10112861863679","Sweden, Stockholm, SkarpnÃ¤cks"
13168685,Lugn oas pÃ¥ GÃ¤rdet med fantastiskt lÃ¤ge!,73481858,Ãstermalms,Entire home/apt,1213.0,3,1,2016-07-25,0.02,1,0,2020-06-26,Stockholm,Sweden,"59.34599586752296, 18.097540113768105","Sweden, Stockholm, Ãstermalms"
13189981,Modern penthouse in Old Town,41093818,SÃ¶dermalms,Entire home/apt,999.0,1,53,2017-12-22,1.07,1,0,2020-06-26,Stockholm,Sweden,"59.32615345856599, 18.076405004553006","Sweden, Stockholm, SÃ¶dermalms"
13394572,Parhus med uteplats 13 min city,45755089,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,840.0,4,1,2017-12-26,0.03,1,0,2020-06-26,Stockholm,Sweden,"59.28448674830596, 18.075975371249406","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
13620006,Two room apartment in SÃ¶dermalm,47172395,SÃ¶dermalms,Entire home/apt,896.0,3,0,,,2,0,2020-06-26,Stockholm,Sweden,"59.30881698275342, 18.090488336211322","Sweden, Stockholm, SÃ¶dermalms"
13648579,Unique apartment at the best possible location,43656883,SÃ¶dermalms,Entire home/apt,952.0,6,3,2017-08-10,0.06,1,0,2020-06-26,Stockholm,Sweden,"59.317738436533766, 18.049106740930362","Sweden, Stockholm, SÃ¶dermalms"
13652527,"2 bedroom apartment in city center, near subway",78888213,Kungsholmens,Entire home/apt,952.0,5,3,2017-12-27,0.06,1,0,2020-06-26,Stockholm,Sweden,"59.333256775126145, 18.02741239669106","Sweden, Stockholm, Kungsholmens"
13860517,2 bedroom apartment Hammarby SjÃ¶stad,54246432,SÃ¶dermalms,Entire home/apt,1045.0,3,3,2016-08-14,0.06,1,0,2020-06-26,Stockholm,Sweden,"59.309662652412335, 18.10330436276041","Sweden, Stockholm, SÃ¶dermalms"
14175945,Privat room in central Stockholm,17872507,Kungsholmens,Private room,504.0,1,48,2020-04-08,1.18,2,179,2020-06-26,Stockholm,Sweden,"59.335322620555274, 18.028464493965576","Sweden, Stockholm, Kungsholmens"
14181539,Central room in Vasastan,16765103,Norrmalms,Private room,532.0,1,19,2020-02-01,0.5,1,89,2020-06-26,Stockholm,Sweden,"59.33907534486474, 18.03429011083558","Sweden, Stockholm, Norrmalms"
14210729,The Place to be..,86239605,Norrmalms,Entire home/apt,1297.0,5,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.33913924701983, 18.05216470492716","Sweden, Stockholm, Norrmalms"
14276471,Vibrant and fresh apartment on a central island,55148084,Kungsholmens,Entire home/apt,598.0,2,4,2019-08-06,0.09,1,0,2020-06-26,Stockholm,Sweden,"59.32628302435992, 18.00417002162849","Sweden, Stockholm, Kungsholmens"
14328335,Spacious apartment with patio,55889316,Ãstermalms,Entire home/apt,1596.0,5,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.34964552319153, 18.066747094908614","Sweden, Stockholm, Ãstermalms"
14705634,"Nice room Malarhojden #1, only 20min to StockholmC",91470251,HÃ¤gersten-Liljeholmens,Private room,411.0,3,170,2020-04-13,3.64,3,211,2020-06-26,Stockholm,Sweden,"59.300606134854775, 17.962132180690787","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
15337467,Design apartment in Central Stockholm,97778067,Norrmalms,Entire home/apt,2000.0,2,8,2017-06-17,0.19,1,0,2020-06-26,Stockholm,Sweden,"59.34167778169724, 18.064134889082588","Sweden, Stockholm, Norrmalms"
15339250,Modern 1 BR apt close to Subway,135102,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,701.0,1,13,2018-09-21,0.57,2,0,2020-06-26,Stockholm,Sweden,"59.27038947202222, 18.040368434116935","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
15381434,Apartment located in the trendy area of SÃ¶dermalm,1877054,SÃ¶dermalms,Private room,383.0,1,69,2019-10-02,1.53,1,0,2020-06-26,Stockholm,Sweden,"59.30999948005938, 18.076390427020293","Sweden, Stockholm, SÃ¶dermalms"
16024078,Central and elegant 2 bedroom apartment,104228352,Norrmalms,Entire home/apt,2401.0,3,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.344394626197, 18.043950916664176","Sweden, Stockholm, Norrmalms"
16050222,Trendy apt close to Nytorget,24340277,SÃ¶dermalms,Entire home/apt,1103.0,4,0,,,2,0,2020-06-26,Stockholm,Sweden,"59.315783674530834, 18.089943801540382","Sweden, Stockholm, SÃ¶dermalms"
16236765,Modern flat with balcony in the heart of Sthlm,19888679,Ãstermalms,Entire home/apt,897.0,2,5,2019-02-03,0.12,1,0,2020-06-26,Stockholm,Sweden,"59.34059488967317, 18.078307907544225","Sweden, Stockholm, Ãstermalms"
16279908,Stylish & spacious Apt. 15min from central station,23541339,Bromma,Entire home/apt,1148.0,2,25,2020-01-01,0.59,2,30,2020-06-26,Stockholm,Sweden,"59.33589701201525, 17.952864735719988","Sweden, Stockholm, Bromma"
16497983,Central Stay in Calm oasis by the bay,108365249,SÃ¶dermalms,Private room,402.0,2,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.30653994459647, 18.068465831183964","Sweden, Stockholm, SÃ¶dermalms"
16714619,Right in the heart of popular SOFO,5772146,SÃ¶dermalms,Entire home/apt,1801.0,3,38,2020-01-01,0.91,1,37,2020-06-26,Stockholm,Sweden,"59.31255452270387, 18.077385940351476","Sweden, Stockholm, SÃ¶dermalms"
16723025,Nice apartment near metro / city,71657174,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,654.0,2,7,2018-07-19,0.18,1,0,2020-06-26,Stockholm,Sweden,"59.26439163013176, 18.034490164223914","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
16736529,"Modern city apartment, balcony and close to water",35490943,Kungsholmens,Entire home/apt,850.0,6,2,2017-07-21,0.05,1,0,2020-06-26,Stockholm,Sweden,"59.33068147486217, 18.002743123475188","Sweden, Stockholm, Kungsholmens"
16978268,Kids friendly apartment in beautiful Ãrsta,111441185,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,1252.0,3,7,2019-07-31,0.28,1,0,2020-06-26,Stockholm,Sweden,"59.3014179914613, 18.059651981583706","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
16991881,Trevligt rum med nÃ¤rhet till city,111950299,Norrmalms,Private room,429.0,1,146,2020-03-12,3.54,1,0,2020-06-26,Stockholm,Sweden,"59.349440017150734, 18.050898432452517","Sweden, Stockholm, Norrmalms"
16997859,Cozy apartment near city center and nature,59205163,Farsta,Entire home/apt,541.0,2,52,2019-09-02,1.26,1,269,2020-06-26,Stockholm,Sweden,"59.26383517812132, 18.07822373229841","Sweden, Stockholm, Farsta"
17169431,Central Studio,30165962,Norrmalms,Entire home/apt,897.0,1,1,2017-02-14,0.02,1,0,2020-06-26,Stockholm,Sweden,"59.33769975084563, 18.04907101783154","Sweden, Stockholm, Norrmalms"
17647896,Beautiful retro flat close to SÃ¶dermalm,14851718,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,804.0,3,6,2018-07-04,0.15,1,0,2020-06-26,Stockholm,Sweden,"59.300200879864995, 18.040183472954286","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
17732905,Spacious house with panoramic view of Lake MÃ¤laren,13642609,HÃ¤gersten-Liljeholmens,Entire home/apt,2654.0,3,13,2020-03-08,0.34,1,0,2020-06-26,Stockholm,Sweden,"59.30197093895565, 17.94696543896866","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
18172996,2 bedroom close to nature and subway,27641698,Bromma,Entire home/apt,486.0,1,10,2019-07-31,0.27,1,0,2020-06-26,Stockholm,Sweden,"59.34434506057735, 17.879827608135397","Sweden, Stockholm, Bromma"
18290323,"Bohemic, Relaxed and Cozy apartment from 1947",64653395,SkarpnÃ¤cks,Entire home/apt,896.0,2,45,2018-09-30,1.21,1,0,2020-06-26,Stockholm,Sweden,"59.28819362635039, 18.114281356904975","Sweden, Stockholm, SkarpnÃ¤cks"
18399259,"Calm, cosy studio in SoFo, SÃ¶dermalm",75327289,SÃ¶dermalms,Entire home/apt,635.0,1,13,2018-07-13,0.34,1,0,2020-06-26,Stockholm,Sweden,"59.31594491858418, 18.092219776557375","Sweden, Stockholm, SÃ¶dermalms"
18501030,Charming early 20th century family house & garden,128390178,SpÃ¥nga-Tensta,Entire home/apt,1950.0,4,13,2019-08-18,0.38,1,34,2020-06-26,Stockholm,Sweden,"59.381956910733216, 17.88862081447448","Sweden, Stockholm, SpÃ¥nga-Tensta"
18625191,Cosy and charming room in SOFO,18380495,SÃ¶dermalms,Private room,804.0,2,0,,,3,0,2020-06-26,Stockholm,Sweden,"59.312162307108814, 18.07355468408957","Sweden, Stockholm, SÃ¶dermalms"
18706694,"Superb Studio in Stockholm, Kista, King Bed!",20810499,Rinkeby-Tensta,Entire home/apt,747.0,1,19,2020-01-04,0.85,5,360,2020-06-26,Stockholm,Sweden,"59.40199536045278, 17.93172353914654","Sweden, Stockholm, Rinkeby-Tensta"
19042583,Luxurious attic apartment with big terrace,33625379,Norrmalms,Entire home/apt,1953.0,3,2,2017-10-14,0.06,1,0,2020-06-26,Stockholm,Sweden,"59.34677400186078, 18.064478144024825","Sweden, Stockholm, Norrmalms"
19152682,Pleasant small apartment with convenient location,31354055,SkarpnÃ¤cks,Entire home/apt,346.0,3,6,2017-09-06,0.16,1,0,2020-06-26,Stockholm,Sweden,"59.27825335137603, 18.128377571681575","Sweden, Stockholm, SkarpnÃ¤cks"
19162392,Nice loft,90036760,HÃ¤gersten-Liljeholmens,Private room,449.0,2,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.29293811106081, 17.95186849170892","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
19204789,Superbly Located Apartment in Trendy Vasastan,93142452,Norrmalms,Entire home/apt,1101.0,3,14,2019-11-02,0.39,1,365,2020-06-26,Stockholm,Sweden,"59.345096428898046, 18.056003711784566","Sweden, Stockholm, Norrmalms"
19380932,"Peaceful room in Bromma, 20min from city centre.",63395293,Bromma,Private room,346.0,2,21,2019-06-14,0.58,1,0,2020-06-26,Stockholm,Sweden,"59.33678357578221, 17.956716677171816","Sweden, Stockholm, Bromma"
19501063,"Charming villa & beautiful garden, 10 min to city",136926004,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,2996.0,3,15,2020-01-02,1.04,1,16,2020-06-26,Stockholm,Sweden,"59.290604107848395, 18.063789464318653","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
19582798,Classical apartment in Stockholm Centre(SÃ¶dermalm),47240275,SÃ¶dermalms,Entire home/apt,1037.0,14,1,2017-07-31,0.03,1,0,2020-06-26,Stockholm,Sweden,"59.31831406289701, 18.04081154104534","Sweden, Stockholm, SÃ¶dermalms"
19693917,"Perfect 2 room apartment, close to Stockholm C",38668254,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,495.0,1,5,2017-08-20,0.14,1,0,2020-06-26,Stockholm,Sweden,"59.26595153562112, 18.039757071853607","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
19786505,Mysig 1:a med balkong i anslutning till tunnelbana,139703472,Bromma,Entire home/apt,467.0,3,2,2017-08-25,0.06,1,0,2020-06-26,Stockholm,Sweden,"59.333119368333186, 17.98626741305822","Sweden, Stockholm, Bromma"
19990831,Ljus och fin 2:a mellan Mariatorget och Hornstull,141820239,SÃ¶dermalms,Entire home/apt,2000.0,1,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.318721480957024, 18.047241376600557","Sweden, Stockholm, SÃ¶dermalms"
20045899,Room in charming apartment with perfect location,141472071,Norrmalms,Private room,999.0,2,11,2019-05-18,0.32,1,88,2020-06-26,Stockholm,Sweden,"59.34933691582781, 18.05085179706783","Sweden, Stockholm, Norrmalms"
20378871,Modern and spacious apartment near the subway,122632602,Bromma,Entire home/apt,654.0,1,11,2019-08-14,0.31,1,0,2020-06-26,Stockholm,Sweden,"59.34727223570312, 17.88111229312706","Sweden, Stockholm, Bromma"
20721013,Cosy apartment on SÃ¶dermalm,779550,SÃ¶dermalms,Entire home/apt,1047.0,4,42,2020-03-07,1.23,1,0,2020-06-26,Stockholm,Sweden,"59.30962696348484, 18.088621884192886","Sweden, Stockholm, SÃ¶dermalms"
20783147,Clean and spacious studio apartment near SÃ¶dermalm,40498818,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,803.0,2,12,2018-11-25,0.36,1,0,2020-06-26,Stockholm,Sweden,"59.29666462192078, 18.071966087884796","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
20793680,Charming villa near Stockholm City & Royal Castle,81698620,Bromma,Entire home/apt,1428.0,4,1,2018-05-17,0.04,1,238,2020-06-26,Stockholm,Sweden,"59.3322312918354, 17.92220397427267","Sweden, Stockholm, Bromma"
21390198,"2 bedroom apt, stunning view, close to SÃ¶dermalm",154945355,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,1493.0,2,5,2019-08-19,0.36,1,203,2020-06-26,Stockholm,Sweden,"59.29805385586218, 18.066695676490106","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
21586906,Enjoyable Apartment In AAA location,140912731,SÃ¶dermalms,Entire home/apt,1904.0,1,138,2020-05-25,4.38,3,341,2020-06-26,Stockholm,Sweden,"59.3229939781253, 18.071418828460327","Sweden, Stockholm, SÃ¶dermalms"
21832478,Apartment in nature/Stockholm city,153243746,Ãstermalms,Private room,691.0,4,3,2018-06-03,0.11,1,177,2020-06-26,Stockholm,Sweden,"59.36871052827677, 18.06866687518609","Sweden, Stockholm, Ãstermalms"
21842218,Fin lÃ¤genhet centralt pÃ¥ SÃ¶dermalm,58416104,SÃ¶dermalms,Entire home/apt,710.0,5,1,2017-11-25,0.03,1,0,2020-06-26,Stockholm,Sweden,"59.31467855617176, 18.060548746570323","Sweden, Stockholm, SÃ¶dermalms"
22170546,Cozy apartment not far from the citycenter,54219788,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,402.0,2,4,2018-01-17,0.13,1,0,2020-06-26,Stockholm,Sweden,"59.263671368029286, 18.036083654893755","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
22397326,Cosy studio close to the center,10934810,Ãstermalms,Entire home/apt,504.0,5,2,2018-12-22,0.07,1,89,2020-06-26,Stockholm,Sweden,"59.345025827131074, 18.093766509742597","Sweden, Stockholm, Ãstermalms"
22467192,Cosy apartment 10 minutes from the city by train,164684372,ÃlvsjÃ¶,Entire home/apt,392.0,1,4,2018-07-03,0.13,1,0,2020-06-26,Stockholm,Sweden,"59.27357832617328, 17.99760990959998","Sweden, Stockholm, ÃlvsjÃ¶"
22644406,"Stylish flat in Ãstermalm, AAA location.",166749274,Ãstermalms,Entire home/apt,1504.0,2,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.34372210609919, 18.071016222663655","Sweden, Stockholm, Ãstermalms"
22661464,A true gem in the heart of SoFo Stockholm,5250559,SÃ¶dermalms,Entire home/apt,2196.0,3,2,2020-01-03,0.07,1,0,2020-06-26,Stockholm,Sweden,"59.31194771037802, 18.078945251135178","Sweden, Stockholm, SÃ¶dermalms"
22681074,City appartment in best location w simplebreakfast,4345958,Ãstermalms,Entire home/apt,523.0,2,54,2019-11-10,1.93,2,0,2020-06-26,Stockholm,Sweden,"59.342682425380886, 18.07838797633075","Sweden, Stockholm, Ãstermalms"
22809854,Studio on Sodermalm,168568871,SÃ¶dermalms,Entire home/apt,588.0,2,42,2020-01-04,1.44,1,0,2020-06-26,Stockholm,Sweden,"59.307268767783484, 18.068394926927514","Sweden, Stockholm, SÃ¶dermalms"
23082201,Own garden in Stockholm - perfect for families!,23841412,HÃ¤gersten-Liljeholmens,Entire home/apt,1092.0,2,3,2019-08-05,0.13,1,105,2020-06-26,Stockholm,Sweden,"59.30872730575314, 18.000414193825904","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
23161363,Comfortable room in old calm area in towncenter,172167324,Ãstermalms,Private room,402.0,5,1,2018-03-21,0.04,1,0,2020-06-26,Stockholm,Sweden,"59.33720228929664, 18.093838272149295","Sweden, Stockholm, Ãstermalms"
23166504,Sovrum i sÃ¶dra Stockholm,89550259,Enskede-Ãrsta-VantÃ¶rs,Private room,271.0,1,5,2018-04-01,0.17,2,0,2020-06-26,Stockholm,Sweden,"59.28348361996972, 18.044684225173864","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
23459890,"Modern apartment, captures the soul of Old Town.",66366079,SÃ¶dermalms,Entire home/apt,1000.0,5,2,2018-07-31,0.08,1,0,2020-06-26,Stockholm,Sweden,"59.323017173533565, 18.07112752159286","Sweden, Stockholm, SÃ¶dermalms"
24365459,Central Studio Flat,183873497,Kungsholmens,Entire home/apt,645.0,2,21,2018-08-05,0.79,1,0,2020-06-26,Stockholm,Sweden,"59.335174083517714, 18.025705463341264","Sweden, Stockholm, Kungsholmens"
24773716,Beautiful top located apartment with balcony,149107990,Norrmalms,Entire home/apt,952.0,1,39,2019-09-04,1.54,1,269,2020-06-26,Stockholm,Sweden,"59.33912093145549, 18.035744700024438","Sweden, Stockholm, Norrmalms"
24815087,Beautiful 2room apartment close to city center,2434116,Bromma,Entire home/apt,804.0,4,9,2019-05-05,0.37,1,0,2020-06-26,Stockholm,Sweden,"59.3367223847884, 17.96152394953024","Sweden, Stockholm, Bromma"
25052621,Cosy big house in western part of Stockholm,177831186,Bromma,Entire home/apt,1504.0,4,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.35580319360879, 17.913662380569775","Sweden, Stockholm, Bromma"
25219518,LÃ¤genhet pÃ¥ SÃ¶dermalm / Apartment in SÃ¶dermalm,171912213,SÃ¶dermalms,Entire home/apt,1000.0,4,1,2018-07-20,0.04,1,0,2020-06-26,Stockholm,Sweden,"59.3157304981207, 18.06696948731414","Sweden, Stockholm, SÃ¶dermalms"
