ï»¿Room ID,Name,Host ID,Neighbourhood,Room type,Room Price,Minimum nights,Number of reviews,Date last review,Number of reviews per month,Rooms rent by the host,Availibility,Updated Date,City,Country,Coordinates,Location
26910392,Sunny Balcony - Quiet courtyard - Close to city,12582105,SÃ¶dermalms,Entire home/apt,1000.0,3,10,2019-08-04,0.43,1,0,2020-06-26,Stockholm,Sweden,"59.3190435480358, 18.052290536757717","Sweden, Stockholm, SÃ¶dermalms"
26910425,Bromma eget rum med frukost,202458689,Bromma,Private room,346.0,1,7,2018-10-21,0.31,1,0,2020-06-26,Stockholm,Sweden,"59.363328580357724, 17.947574384143817","Sweden, Stockholm, Bromma"
27673892,Lovely room in the city of Stockholm,66608284,Ãstermalms,Private room,495.0,2,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.33626029408919, 18.086019899377753","Sweden, Stockholm, Ãstermalms"
27969231,Lovely townhouse in Stockholm,284332,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,1502.0,7,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.279857074229156, 18.04171702261269","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
28156562,Room close to Ericsson Globe and Stockholm city,212650609,Farsta,Private room,271.0,2,2,2018-12-16,0.09,1,0,2020-06-26,Stockholm,Sweden,"59.274665680168326, 18.06532358352943","Sweden, Stockholm, Farsta"
28251337,Modern apartment in quiet neighborhood,1473784,SÃ¶dermalms,Entire home/apt,1148.0,7,1,2019-08-09,0.09,1,61,2020-06-26,Stockholm,Sweden,"59.320491752525506, 18.060000908259493","Sweden, Stockholm, SÃ¶dermalms"
28355673,Two bedroom apartment in charming Birkastan,27569262,Norrmalms,Entire home/apt,2102.0,2,1,2018-09-12,0.05,1,0,2020-06-26,Stockholm,Sweden,"59.34172260306449, 18.03155730235123","Sweden, Stockholm, Norrmalms"
28528303,Mitt pÃ¥ Kungsholmen Stockholm 120 kvm mordern lgh.,210747738,Kungsholmens,Entire home/apt,25000.0,7,0,,,2,0,2020-06-26,Stockholm,Sweden,"59.3339534371736, 18.041557692693633","Sweden, Stockholm, Kungsholmens"
28598628,The Perfect City Accommodation in Central Sthlm.,28623392,Ãstermalms,Entire home/apt,1953.0,1,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.34421095088322, 18.070334154565884","Sweden, Stockholm, Ãstermalms"
28745021,"Stockholm City, a big and beautiful room",189216540,Norrmalms,Private room,803.0,1,10,2019-08-12,0.51,2,364,2020-06-26,Stockholm,Sweden,"59.336683376291525, 18.03553429326009","Sweden, Stockholm, Norrmalms"
29077754,Modern 3-room studio 12 min travel from Sthlm city,21027906,HÃ¤gersten-Liljeholmens,Entire home/apt,401.0,1,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.3025717277547, 17.979165217557373","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
29247775,Ljus 2:a i trevliga Kristineberg!,4774257,Kungsholmens,Entire home/apt,700.0,2,4,2020-03-20,0.22,1,88,2020-06-26,Stockholm,Sweden,"59.33564854563274, 18.002025793515564","Sweden, Stockholm, Kungsholmens"
29734053,Bright and spacious apartment Southern Stockholm,44694493,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,513.0,1,15,2020-01-02,1.06,1,269,2020-06-26,Stockholm,Sweden,"59.28677107053788, 18.03624644889736","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
30012776,LÃ¤genhet nÃ¤ra Stockholms City & Stockholms MÃ¤ssan.,216895966,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,897.0,1,1,2018-12-28,0.05,1,0,2020-06-26,Stockholm,Sweden,"59.275675282929356, 18.01868338617771","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
30163531,Cosy apartment in the center of SÃ¶dermalm,22851357,SÃ¶dermalms,Entire home/apt,1299.0,4,1,2018-12-25,0.05,1,0,2020-06-26,Stockholm,Sweden,"59.30772594378668, 18.07511730078674","Sweden, Stockholm, SÃ¶dermalms"
30177569,Next to the palace in 400 year old house,1027549,SÃ¶dermalms,Entire home/apt,1502.0,1,93,2020-03-27,4.95,16,299,2020-06-26,Stockholm,Sweden,"59.325966896056286, 18.068558821622993","Sweden, Stockholm, SÃ¶dermalms"
30388209,"Stylish, Chic and Modern Apt. next to Odenplan",51002540,Norrmalms,Entire home/apt,1502.0,3,37,2020-05-31,1.96,21,114,2020-06-26,Stockholm,Sweden,"59.34578051340113, 18.04699264462326","Sweden, Stockholm, Norrmalms"
30575547,Discover Sthlm from Lovely Central Studio,135323554,Norrmalms,Entire home/apt,1055.0,3,50,2020-03-06,2.69,11,0,2020-06-26,Stockholm,Sweden,"59.34376192561676, 18.046405504983802","Sweden, Stockholm, Norrmalms"
30900427,Modern and central apartment on the top floor,32352979,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,804.0,3,6,2019-11-28,0.44,1,0,2020-06-26,Stockholm,Sweden,"59.298344169753754, 18.06198706582832","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
31682222,Superb corporate studio and holiday home in Kista,20810499,Rinkeby-Tensta,Entire home/apt,551.0,1,0,,,5,360,2020-06-26,Stockholm,Sweden,"59.402906249024795, 17.932154757691585","Sweden, Stockholm, Rinkeby-Tensta"
31701608,15 min to City (by metro) - 2 min walk to forest,178156191,SkÃ¤rholmens,Private room,252.0,1,4,2019-10-17,0.41,2,0,2020-06-26,Stockholm,Sweden,"59.29440494515357, 17.928066903772883","Sweden, Stockholm, SkÃ¤rholmens"
32484098,MÃ¤ssan omrÃ¥det,174499572,ÃlvsjÃ¶,Private room,737.0,1,0,,,4,363,2020-06-26,Stockholm,Sweden,"59.27978183589793, 18.000829499177456","Sweden, Stockholm, ÃlvsjÃ¶"
32562338,Spacious apartment close to city central,22876006,Kungsholmens,Entire home/apt,1400.0,3,75,2020-06-11,4.65,29,351,2020-06-26,Stockholm,Sweden,"59.33326798744112, 18.04160550251045","Sweden, Stockholm, Kungsholmens"
33155422,Studio apartment with hotel feeling,45544477,Norrmalms,Entire home/apt,1250.0,2,56,2020-03-09,3.67,2,362,2020-06-26,Stockholm,Sweden,"59.34179790539136, 18.058569166181925","Sweden, Stockholm, Norrmalms"
33240200,Bright two-floor apartment with private terrace,22876006,Ãstermalms,Entire home/apt,2454.0,3,18,2019-09-15,1.28,29,86,2020-06-26,Stockholm,Sweden,"59.34162475806911, 18.092062120251587","Sweden, Stockholm, Ãstermalms"
33460218,Welcome to our house with a garden and sea view!,252088127,HÃ¤gersten-Liljeholmens,Entire home/apt,999.0,1,5,2019-05-22,0.34,1,31,2020-06-26,Stockholm,Sweden,"59.317053872683545, 18.002443788101434","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
33572987,Top Floor Stockholm City apartment with balcony,6192702,Ãstermalms,Entire home/apt,653.0,1,60,2020-06-05,4.16,3,355,2020-06-26,Stockholm,Sweden,"59.348888182748595, 18.099146923807755","Sweden, Stockholm, Ãstermalms"
33870509,Open space home 8 min walk from central station,255253804,Norrmalms,Entire home/apt,934.0,4,7,2020-03-06,0.48,1,0,2020-06-26,Stockholm,Sweden,"59.33683679207662, 18.05367116497565","Sweden, Stockholm, Norrmalms"
34088865,"BEST LOCATION! At SÃ¶dermalm
SOFO",257411500,SÃ¶dermalms,Entire home/apt,952.0,1,15,2020-02-05,1.07,1,0,2020-06-26,Stockholm,Sweden,"59.31337762171672, 18.08074773970464","Sweden, Stockholm, SÃ¶dermalms"
34329770,Room i nice house near the City,39019981,HÃ¤gersten-Liljeholmens,Private room,729.0,1,1,2019-05-16,0.07,2,0,2020-06-26,Stockholm,Sweden,"59.296212886874656, 17.991107839298714","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
34666723,"Big cozy villa close to beach, subway  & the city",12183991,Bromma,Entire home/apt,2000.0,7,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.344303880064906, 17.90799948882343","Sweden, Stockholm, Bromma"
34765543,GÃ¤rdet/Ãstermalm 7 min frÃ¥n Stureplan,158948896,Ãstermalms,Entire home/apt,804.0,2,5,2019-09-16,0.39,1,0,2020-06-26,Stockholm,Sweden,"59.34668434319713, 18.10039329651004","Sweden, Stockholm, Ãstermalms"
34855868,Cosy apartment near the heart of SÃ¶dermalm,11321345,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,813.0,3,1,2019-05-21,0.07,1,0,2020-06-26,Stockholm,Sweden,"59.29715256279429, 18.085019989765296","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
34893462,Studio apartment 25 min from Stockholm (C-2:3),259629999,HÃ¤sselby-VÃ¤llingby,Hotel room,700.0,3,16,2020-03-13,1.22,21,333,2020-06-26,Stockholm,Sweden,"59.36606468601413, 17.860152062979477","Sweden, Stockholm, HÃ¤sselby-VÃ¤llingby"
34916028,Sunny apartment at the heart of SoFo,2474416,SÃ¶dermalms,Entire home/apt,3196.0,6,0,,,1,1,2020-06-26,Stockholm,Sweden,"59.31214981585134, 18.080960756843794","Sweden, Stockholm, SÃ¶dermalms"
35109594,By Royal Castle/water âFast WiFiâPS3âiMacâNetflix,60382478,SÃ¶dermalms,Entire home/apt,1698.0,3,47,2020-06-14,3.64,28,213,2020-06-26,Stockholm,Sweden,"59.32448235709451, 18.07306273214112","Sweden, Stockholm, SÃ¶dermalms"
35190894,"House with garden, close to a lake, 10min to metro",3408453,ÃlvsjÃ¶,Entire home/apt,849.0,6,5,2019-08-14,0.43,1,24,2020-06-26,Stockholm,Sweden,"59.276959909735645, 17.962214562565514","Sweden, Stockholm, ÃlvsjÃ¶"
35309822,Central and cozy room with a private balcony!,12262270,SÃ¶dermalms,Private room,804.0,4,10,2019-12-09,0.79,2,0,2020-06-26,Stockholm,Sweden,"59.308302892754874, 18.075191190849562","Sweden, Stockholm, SÃ¶dermalms"
35419718,Quiet room in central SÃ¶dermalm.,262618316,SÃ¶dermalms,Private room,598.0,1,20,2020-03-05,1.57,1,0,2020-06-26,Stockholm,Sweden,"59.317949515869515, 18.0541739486091","Sweden, Stockholm, SÃ¶dermalms"
35499229,"Nice studio (basement) in villa, close to nature",14898202,ÃlvsjÃ¶,Entire home/apt,700.0,2,3,2019-10-01,0.27,1,263,2020-06-26,Stockholm,Sweden,"59.26862582045964, 17.976563550783524","Sweden, Stockholm, ÃlvsjÃ¶"
35540465,Central apartment overlooking beautiful park,12729103,Kungsholmens,Entire home/apt,3901.0,4,3,2019-08-14,0.25,1,34,2020-06-26,Stockholm,Sweden,"59.33375429261299, 18.035285683300593","Sweden, Stockholm, Kungsholmens"
35610657,Charming turn of the century apt in SOFO SÃ¶dermalm,267905598,SÃ¶dermalms,Entire home/apt,1504.0,4,1,2019-07-03,0.08,1,0,2020-06-26,Stockholm,Sweden,"59.307873886395804, 18.075521038430818","Sweden, Stockholm, SÃ¶dermalms"
35671640,Lovely apartment in central Old Town,22876006,SÃ¶dermalms,Entire home/apt,1698.0,3,31,2020-06-24,2.7,29,302,2020-06-26,Stockholm,Sweden,"59.3251078694088, 18.07222289472948","Sweden, Stockholm, SÃ¶dermalms"
35796433,"Ljus lÃ¤genhet i lugnt omrÃ¥de, nÃ¤ra till city.",132035511,Kungsholmens,Entire home/apt,804.0,2,5,2020-01-03,0.41,2,0,2020-06-26,Stockholm,Sweden,"59.322098375825526, 17.986242404343","Sweden, Stockholm, Kungsholmens"
35891856,Bright flat perfect for a small family or couple!,81667598,HÃ¤gersten-Liljeholmens,Entire home/apt,804.0,2,4,2019-08-09,0.33,1,0,2020-06-26,Stockholm,Sweden,"59.29975118877224, 17.982657611522868","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
35920563,Perfect Vacation Appartment Close to Water,124219039,HÃ¤gersten-Liljeholmens,Entire home/apt,1055.0,4,3,2020-01-06,0.25,1,30,2020-06-26,Stockholm,Sweden,"59.30813586034189, 18.028698343038783","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
35982183,Superior Apt by Royal Castle w Steam Sauna & Views,60382478,SÃ¶dermalms,Entire home/apt,1848.0,3,52,2020-06-13,4.26,28,344,2020-06-26,Stockholm,Sweden,"59.323232690382895, 18.074100417559496","Sweden, Stockholm, SÃ¶dermalms"
35990677,Nice apartment overlooking the city,87684514,Ãstermalms,Entire home/apt,1504.0,4,3,2019-10-27,0.29,1,0,2020-06-26,Stockholm,Sweden,"59.350184327064085, 18.061199166835582","Sweden, Stockholm, Ãstermalms"
36031970,"Open, nice, large apartment",83570350,Ãstermalms,Entire home/apt,1523.0,3,2,2019-08-04,0.17,1,0,2020-06-26,Stockholm,Sweden,"59.353936329401805, 18.089302925289843","Sweden, Stockholm, Ãstermalms"
36303150,Kista Galleria rum 1,26120448,Rinkeby-Tensta,Private room,505.0,1,0,,,3,0,2020-06-26,Stockholm,Sweden,"59.39563780442124, 17.94225929762904","Sweden, Stockholm, Rinkeby-Tensta"
36334989,Lovely apartment in the streets of SÃ¶dermalm.,13917610,SÃ¶dermalms,Entire home/apt,1101.0,7,2,2019-08-02,0.17,1,0,2020-06-26,Stockholm,Sweden,"59.31067771294182, 18.08042543372846","Sweden, Stockholm, SÃ¶dermalms"
36476626,Hammarby SjÃ¶stad,63702035,SÃ¶dermalms,Entire home/apt,1000.0,1,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.307244811748625, 18.111487504735276","Sweden, Stockholm, SÃ¶dermalms"
36522808,Homey hotel room that's not gonna hurt your wallet,262807791,Ãstermalms,Private room,449.0,5,1,2019-08-11,0.09,1,0,2020-06-26,Stockholm,Sweden,"59.372611142141025, 18.061120892597962","Sweden, Stockholm, Ãstermalms"
36612040,Cozy apartment 10 min away from the city!,271717837,SkarpnÃ¤cks,Entire home/apt,748.0,2,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.28379432941014, 18.09940486256846","Sweden, Stockholm, SkarpnÃ¤cks"
36781483,Small flat in trendy suburb,7639999,HÃ¤gersten-Liljeholmens,Entire home/apt,589.0,2,13,2019-12-12,1.22,1,0,2020-06-26,Stockholm,Sweden,"59.30459980482437, 17.996057267393088","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
36783624,Generator - Superior Queen,270945260,Norrmalms,Hotel room,5002.0,1,52,2020-04-30,4.56,10,339,2020-06-26,Stockholm,Sweden,"59.336552393652205, 18.050474619878642","Sweden, Stockholm, Norrmalms"
37851042,Familyfriendly flat near Mariatorget and Slussen!,6424481,SÃ¶dermalms,Entire home/apt,1250.0,14,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.31679717933525, 18.07111172959071","Sweden, Stockholm, SÃ¶dermalms"
37925788,Cosy apartment with the best view in SÃ¶dermalm,140779416,SÃ¶dermalms,Entire home/apt,1000.0,1,11,2019-10-29,1.12,1,0,2020-06-26,Stockholm,Sweden,"59.308590365608026, 18.088448041378214","Sweden, Stockholm, SÃ¶dermalms"
38340546,Modern apartment in Stockholm with outdoor terrace,134787772,HÃ¤gersten-Liljeholmens,Entire home/apt,989.0,7,2,2019-09-23,0.21,1,304,2020-06-26,Stockholm,Sweden,"59.29738969455766, 18.00206327133524","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
39264402,Cozy studio apartament,116475907,Ãstermalms,Entire home/apt,589.0,2,10,2020-02-03,1.2,1,0,2020-06-26,Stockholm,Sweden,"59.37147114591793, 18.05691801776534","Sweden, Stockholm, Ãstermalms"
40193780,Roomi SkÃ¤rholmen Centrum,277158795,SkÃ¤rholmens,Entire home/apt,505.0,2,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.27417695844544, 17.904768723120803","Sweden, Stockholm, SkÃ¤rholmens"
40225228,"BIG 3-ROOM APT, 2 min to subway, 15 mins to city!",46146563,Farsta,Entire home/apt,804.0,3,2,2020-02-17,0.29,1,0,2020-06-26,Stockholm,Sweden,"59.24561159572025, 18.091138902419782","Sweden, Stockholm, Farsta"
40344585,Apartment near to Globen and Tele 2 Arena,311778372,SkarpnÃ¤cks,Entire home/apt,691.0,1,21,2020-05-31,3.01,5,0,2020-06-26,Stockholm,Sweden,"59.29597516735129, 18.091559404356207","Sweden, Stockholm, SkarpnÃ¤cks"
40459780,Cosy single room with private bathroom,260094228,SÃ¶dermalms,Private room,597.0,1,0,,,7,319,2020-06-26,Stockholm,Sweden,"59.319829235834426, 18.057950870194613","Sweden, Stockholm, SÃ¶dermalms"
40672532,Enjoy a 2BR high-end flat in exclusive Ãstermalm,135323554,Ãstermalms,Entire home/apt,1922.0,5,6,2020-03-01,0.94,11,0,2020-06-26,Stockholm,Sweden,"59.335765220834865, 18.08501387866063","Sweden, Stockholm, Ãstermalms"
40814875,"Cosy, private studio near Stockholm city",290171033,ÃlvsjÃ¶,Entire home/apt,551.0,1,10,2020-05-03,1.82,1,128,2020-06-26,Stockholm,Sweden,"59.26497186260989, 17.98078025832043","Sweden, Stockholm, ÃlvsjÃ¶"
40839284,Modern Townhouse in Farsta Strand,49840446,Farsta,Private room,504.0,2,0,,,1,89,2020-06-26,Stockholm,Sweden,"59.234382430788656, 18.08912886835074","Sweden, Stockholm, Farsta"
40902775,NICE ROOM ON CENTRAL - Stockholm - SÃ¶dermalm,3987989,SÃ¶dermalms,Private room,999.0,3,0,,,2,35,2020-06-26,Stockholm,Sweden,"59.311647043079276, 18.09453081900749","Sweden, Stockholm, SÃ¶dermalms"
41124159,"Best location in Stockholm, close to everything!",248465916,Ãstermalms,Entire home/apt,1504.0,5,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.341275515802934, 18.073477497173094","Sweden, Stockholm, Ãstermalms"
42419302,Modern flat in heart of SÃ¶dermalm,944079,SÃ¶dermalms,Entire home/apt,896.0,1,1,2020-03-04,0.26,1,0,2020-06-26,Stockholm,Sweden,"59.31780223983066, 18.063038033609015","Sweden, Stockholm, SÃ¶dermalms"
43130873,Beautiful newly renovated apartment in Mariatorget,4008545,SÃ¶dermalms,Entire home/apt,1997.0,30,0,,,1,65,2020-06-26,Stockholm,Sweden,"59.317676653341906, 18.055330347887367","Sweden, Stockholm, SÃ¶dermalms"
43372773,Stort sovrum i vÃ¥ning mitt pÃ¥ Ãstermalm,23809080,Ãstermalms,Private room,597.0,2,0,,,4,88,2020-06-26,Stockholm,Sweden,"59.34049515514397, 18.084188909040762","Sweden, Stockholm, Ãstermalms"
43460348,"Very bright apartment in a building with gym, spa",1724256,Norrmalms,Entire home/apt,999.0,30,0,,,5,168,2020-06-26,Stockholm,Sweden,"59.34424744316153, 18.04653436863227","Sweden, Stockholm, Norrmalms"
43496748,Astonishing Twin Standard At Stockholm,194230296,Norrmalms,Entire home/apt,13867.0,1,0,,,22,365,2020-06-26,Stockholm,Sweden,"59.33738553511684, 18.055554458240863","Sweden, Stockholm, Norrmalms"
43505461,Available Double Standard At Stockholm,134883983,Norrmalms,Entire home/apt,13867.0,1,0,,,34,363,2020-06-26,Stockholm,Sweden,"59.33663777550346, 18.07331196761689","Sweden, Stockholm, Norrmalms"
43541356,Cosy studio in the middle of SÃ¶dermalm,32573436,SÃ¶dermalms,Entire home/apt,700.0,7,0,,,1,178,2020-06-26,Stockholm,Sweden,"59.31200530343446, 18.06441545331905","Sweden, Stockholm, SÃ¶dermalms"
43611886,Helt nyproducerad tvÃ¥a med tvÃ¥ uteplatser,135526557,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,700.0,3,0,,,1,327,2020-06-26,Stockholm,Sweden,"59.29459597781555, 18.049075487986","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
43877635,Modernt boende nÃ¤ra vattnet,77200054,HÃ¤gersten-Liljeholmens,Entire home/apt,1652.0,3,0,,,1,39,2020-06-26,Stockholm,Sweden,"59.30763971949795, 17.982126430282175","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
43911234,Nice city apartement,41239172,Kungsholmens,Entire home/apt,747.0,2,0,,,1,86,2020-06-26,Stockholm,Sweden,"59.337618093599026, 18.02611181014434","Sweden, Stockholm, Kungsholmens"
145320,In the middle of it all - with a view!,703851,SÃ¶dermalms,Entire home/apt,1250.0,3,72,2019-06-25,1.92,2,24,2020-06-26,Stockholm,Sweden,"59.31443553744504, 18.053151329963523","Sweden, Stockholm, SÃ¶dermalms"
283446,Comfort Stay @ Kista - Super Value!,1476562,Rinkeby-Tensta,Private room,364.0,2,104,2018-10-28,1.07,1,0,2020-06-26,Stockholm,Sweden,"59.41480635249571, 17.914399335897016","Sweden, Stockholm, Rinkeby-Tensta"
739726,Stockholm City- Centrally Located,2400487,SÃ¶dermalms,Entire home/apt,784.0,3,89,2020-02-09,0.96,1,0,2020-06-26,Stockholm,Sweden,"59.314036534392656, 18.08005807535932","Sweden, Stockholm, SÃ¶dermalms"
857747,Light and trendy in heart of SoFo,4487014,SÃ¶dermalms,Entire home/apt,1904.0,7,23,2019-08-08,0.28,1,301,2020-06-26,Stockholm,Sweden,"59.311038701326055, 18.082808649258332","Sweden, Stockholm, SÃ¶dermalms"
1234960,Amazing house 10min walk from Tele2 Arena,6246528,Enskede-Ãrsta-VantÃ¶rs,Entire home/apt,1754.0,2,63,2020-03-02,0.82,1,179,2020-06-26,Stockholm,Sweden,"59.280470614101574, 18.059783275487778","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
1272348,Cozy apt in central Stockholm,2306126,SÃ¶dermalms,Entire home/apt,896.0,1,15,2019-06-18,0.28,1,0,2020-06-26,Stockholm,Sweden,"59.307759185874104, 18.079871513159404","Sweden, Stockholm, SÃ¶dermalms"
1622938,Incredible view from apartment!,5261161,SÃ¶dermalms,Entire home/apt,2902.0,2,29,2019-08-05,0.39,1,127,2020-06-26,Stockholm,Sweden,"59.31708337288899, 18.07420991298233","Sweden, Stockholm, SÃ¶dermalms"
1634582,Stay in the unique Old town!,8682987,SÃ¶dermalms,Entire home/apt,1689.0,3,197,2020-02-21,2.83,1,277,2020-06-26,Stockholm,Sweden,"59.32264295028908, 18.072475960253097","Sweden, Stockholm, SÃ¶dermalms"
1801833,Charming studio on SÃ¶dermalm,9446400,SÃ¶dermalms,Entire home/apt,849.0,2,22,2015-09-20,0.27,1,86,2020-06-26,Stockholm,Sweden,"59.314625804341574, 18.057687304266793","Sweden, Stockholm, SÃ¶dermalms"
1806267,Urban 2 bedroom flat in family friendly area.,9466422,HÃ¤gersten-Liljeholmens,Entire home/apt,1577.0,14,17,2019-08-23,0.22,1,363,2020-06-26,Stockholm,Sweden,"59.30903349901134, 18.025200882418623","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
1998622,Cozy 1 room Aparment. SÃ¶dermalm,10296953,SÃ¶dermalms,Entire home/apt,784.0,4,6,2019-07-28,0.09,1,0,2020-06-26,Stockholm,Sweden,"59.306878357240294, 18.080777113636856","Sweden, Stockholm, SÃ¶dermalms"
2241162,Stylish flat in upscale city centre,10152883,Norrmalms,Entire home/apt,1596.0,3,12,2019-05-04,0.16,1,13,2020-06-26,Stockholm,Sweden,"59.347703946440426, 18.061884870344993","Sweden, Stockholm, Norrmalms"
2294849,Renovated room in retro apartment near Stockholm,10313645,Enskede-Ãrsta-VantÃ¶rs,Private room,103.0,2,6,2018-08-16,0.25,1,0,2020-06-26,Stockholm,Sweden,"59.27252043956377, 18.055931905917067","Sweden, Stockholm, Enskede-Ãrsta-VantÃ¶rs"
2321365,Charming house 7 min from the Metro,4573672,ÃlvsjÃ¶,Entire home/apt,1698.0,5,6,2018-07-16,0.08,1,0,2020-06-26,Stockholm,Sweden,"59.27896838283739, 17.97565551118725","Sweden, Stockholm, ÃlvsjÃ¶"
2647595,Studio at Ãstermalm,7976790,Ãstermalms,Entire home/apt,653.0,3,242,2020-06-01,3.68,1,252,2020-06-26,Stockholm,Sweden,"59.335846705258405, 18.10272067477732","Sweden, Stockholm, Ãstermalms"
2951723,"2 rooms, top floor, beautiful view!",2718297,SÃ¶dermalms,Entire home/apt,1288.0,3,7,2016-02-13,0.1,1,0,2020-06-26,Stockholm,Sweden,"59.31671042287383, 18.04029455918801","Sweden, Stockholm, SÃ¶dermalms"
3202106,"Red cottage by lake MÃ¤laren, Bromma Stockholm",16227325,Bromma,Entire home/apt,1950.0,7,7,2019-07-27,0.15,1,5,2020-06-26,Stockholm,Sweden,"59.337737081718075, 17.88689948670111","Sweden, Stockholm, Bromma"
3300973,"Charmig lÃ¤genhet, nÃ¤ra natur & stad",4528556,SkarpnÃ¤cks,Entire home/apt,747.0,2,12,2016-09-21,0.18,1,0,2020-06-26,Stockholm,Sweden,"59.28361376648723, 18.116242251389988","Sweden, Stockholm, SkarpnÃ¤cks"
3307566,Bright and central apartment,10967895,Kungsholmens,Entire home/apt,1801.0,1,2,2016-05-16,0.03,1,0,2020-06-26,Stockholm,Sweden,"59.32759286603846, 18.049416142945933","Sweden, Stockholm, Kungsholmens"
3351565,2 room in calm & cozy suburb,16911420,SkarpnÃ¤cks,Entire home/apt,597.0,1,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.274029004835825, 18.13282740691281","Sweden, Stockholm, SkarpnÃ¤cks"
3494525,Room with fish tank,17442934,SkarpnÃ¤cks,Private room,597.0,1,3,2019-05-04,0.04,2,88,2020-06-26,Stockholm,Sweden,"59.29319587734662, 18.111730118522374","Sweden, Stockholm, SkarpnÃ¤cks"
3879066,Exclusive flat in Ãstermalm,1174752,Ãstermalms,Entire home/apt,1250.0,20,37,2019-10-04,0.52,1,204,2020-06-26,Stockholm,Sweden,"59.33836816507586, 18.081796861265016","Sweden, Stockholm, Ãstermalms"
4321377,Cosy central apartment by the water,22436742,Kungsholmens,Entire home/apt,653.0,7,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.33465427811463, 17.99881485989058","Sweden, Stockholm, Kungsholmens"
4581980,Top-floor apt - best location by Nobel's City Hall,23707830,Kungsholmens,Entire home/apt,2100.0,240,9,2020-02-01,0.13,1,223,2020-06-26,Stockholm,Sweden,"59.32826856445831, 18.04582327363788","Sweden, Stockholm, Kungsholmens"
4614113,40-talsfunkis i trendiga GrÃ¶ndal,7053846,HÃ¤gersten-Liljeholmens,Entire home/apt,299.0,14,0,,,1,0,2020-06-26,Stockholm,Sweden,"59.31595042161035, 18.009386631828026","Sweden, Stockholm, HÃ¤gersten-Liljeholmens"
4727760,Charmig 2a vid Mariatorget pÃ¥ SÃ¶der,19215825,SÃ¶dermalms,Entire home/apt,1297.0,3,76,2019-01-06,1.14,1,0,2020-06-26,Stockholm,Sweden,"59.31623352997289, 18.063711763566335","Sweden, Stockholm, SÃ¶dermalms"
4861971,Near city centre and DjurgÃ¥rden,24719915,Ãstermalms,Entire home/apt,952.0,2,17,2018-02-04,0.26,1,0,2020-06-26,Stockholm,Sweden,"59.33965381048979, 18.09571682548596","Sweden, Stockholm, Ãstermalms"
4931406,*Light apartment in great location,25404059,SkarpnÃ¤cks,Entire home/apt,1297.0,2,14,2019-05-23,0.21,1,6,2020-06-26,Stockholm,Sweden,"59.29889910108642, 18.089143912085756","Sweden, Stockholm, SkarpnÃ¤cks"
5100077,Apartment in the heart of Stockholm,26137721,SÃ¶dermalms,Entire home/apt,1549.0,4,55,2020-06-14,0.89,9,345,2020-06-26,Stockholm,Sweden,"59.31830567445442, 18.068748244191355","Sweden, Stockholm, SÃ¶dermalms"
5333941,Central room close to downtown,27642196,SÃ¶dermalms,Private room,485.0,2,275,2020-03-01,4.25,1,186,2020-06-26,Stockholm,Sweden,"59.315656933631494, 18.028219135517304","Sweden, Stockholm, SÃ¶dermalms"
5369547,Dream house close to sea and city,27835062,Bromma,Entire home/apt,1605.0,6,0,,,1,178,2020-06-26,Stockholm,Sweden,"59.334015217635546, 17.929384370551265","Sweden, Stockholm, Bromma"
